jlpt,kanji,kana,english
n4,盛ん,さかん,popularity;prosperous
n4,下げる,さげる,to hang;to lower;to move back
n4,差し上げる,さしあげる,(polite) to give
n4,,さっき,some time ago
n4,寂しい,さびしい,lonely
n4,さ来月,さらいげつ,the month after next
n4,さ来週,さらいしゅう,the week after next
n4,,サラダ,salad
n4,騒ぐ,さわぐ,to make noise;to be excited
n4,触る,さわる,to touch
n4,産業,さんぎょう,industry
n4,,サンダル,sandal
n4,,サンドイッチ,sandwich
n4,残念,ざんねん,disappointment
n4,市,し,city
n4,字,じ,character
n4,試合,しあい,match;game
n4,仕方,しかた,method
n4,,しかる,a particular
n4,試験,しけん,examination
n4,事故,じこ,accident
n4,地震,じしん,earthquake
n4,時代,じだい,era
n4,下着,したぎ,underwear
n4,支度,したく・する,to prepare
n4,,しっかり,firmly;steadily
n4,失敗,しっぱい,failure;mistake
n4,辞典,じてん,dictionary
n4,品物,しなもの,goods
n4,,しばらく,little while
n4,島,しま,island
n4,市民,しみん,citizen
n4,事務所,じむしょ,office
n4,社会,しゃかい,society;public
n4,社長,しゃちょう,company president
n4,,じゃま,hindrance;intrusion
n4,,ジャム,jam
n4,自由,じゆう,freedom
n4,習慣,しゅうかん,custom;manners
n4,住所,じゅうしょ,an address;a residence
n4,柔道,じゅうどう,judo
n4,十分,じゅうぶん,enough
n4,出席,しゅっせき・する,to attend
n4,出発,しゅっぱつ・する,to depart
n4,趣味,しゅみ,hobby
n4,準備,じゅんび・する,to prepare
n4,紹介,しょうかい,introduction
n4,小学校,しょうがっこう,elementary school
n4,小説,しょうせつ,novel
n4,招待,しょうたい・する,to invite
n4,承知,しょうち・する,to consent
n4,将来,しょうらい,future;prospects
n4,食事,しょくじ・する,to have a meal
n4,食料品,しょくりょうひん,groceries
n4,女性,じょせい,woman
n4,知らせる,しらせる,to notify
n4,調べる,しらべる,to investigate
n4,人口,じんこう,population
n4,神社,じんじゃ,Shinto shrine
n4,親切,しんせつ,kindness
n4,心配,しんぱい・する,to worry
n4,新聞社,しんぶんしゃ,newspaper company
n4,水泳,すいえい,swimming
n4,水道,すいどう,water supply
n4,,ずいぶん,extremely
n4,数学,すうがく,mathematics;arithmetic
n4,,スーツ,suit
n4,,スーツケース,suitcase
n4,過ぎる,すぎる,to exceed
n4,,すく,to become empty
n4,,スクリーン,screen
n4,凄い,すごい,terrific
n4,進む,すすむ,to make progress
n4,,すっかり,completely
n4,,すっと,straight;all of a sudden
n4,,ステーキ,steak
n4,捨てる,すてる,to throw away
n4,,ステレオ,stereo
n4,砂,すな,sand
n4,,すばらしい,wonderful
n4,滑る,すべる,to slide;to slip
n4,隅,すみ,corner;nook
n4,済む,すむ,to finish
n4,,すり,pickpocket
n4,,すると,then
n4,生活,せいかつ・する,to live
n4,生産,せいさん・する,to produce
n4,政治,せいじ,politics;government
n4,西洋,せいよう,western countries
n4,世界,せかい,the world
n4,席,せき,seat
n4,説明,せつめい,explanation
n4,背中,せなか,back of the body
n4,,ぜひ,without fail
n4,世話,せわ・する,to look after
n4,線,せん,line
n4,,ぜんぜん,not entirely (used in a negative sentence)
n4,戦争,せんそう,war
n4,先輩,せんぱい,senior
n4,,そう,really
n4,相談,そうだん・する,to discuss
n4,育てる,そだてる,to rear;to bring up
n4,卒業,そつぎょう,graduation
n4,祖父,そふ,grandfather
n4,,ソフト,soft
n4,祖母,そぼ,grandmother
n4,,それで,because of that
n4,,それに,moreover
n4,,それほど,to that extent
n4,,そろそろ,gradually;soon
n4,,そんな,that sort of
n4,,そんなに,so much;like that
n4,退院,たいいん・する,to leave hospital
n4,大学生,だいがくせい,university student
n4,大事,だいじ,important;valuable;serious matter
n4,大体,だいたい,generally
n4,,たいてい,usually
n4,,タイプ,type;style
n4,大分,だいぶ,greatly
n4,台風,たいふう,typhoon
n4,倒れる,たおれる,to break down
n4,,だから,so;therefore
n4,確か,たしか,definite
n4,足す,たす,to add a number
n4,訪ねる,たずねる,to visit
n4,尋ねる,たずねる,to ask
n4,正しい,ただしい,correct
n4,畳,たたみ,Japanese straw mat
n4,立てる,たてる,to stand something up
n4,建てる,たてる,to build
n4,例えば,たとえば,for example
n4,棚,たな,shelves
n4,楽しみ,たのしみ,joy
n4,楽む,たのしむ,to enjoy oneself
n4,,たまに,occasionally
n4,為,ため,in order to
n4,,だめ,no good
n4,足りる,たりる,to be enough
n4,男性,だんせい,male
n4,暖房,だんぼう,heating
n4,血,ち,blood
n4,,チェック・する,to check
n4,力,ちから,strength;power
n4,,ちっとも,not at all (used with a negative verb)
n4,,ちゃん,suffix for familiar female person
n4,注意,ちゅうい,caution
n4,中学校,ちゅうがっこう,junior high school;middle school
n4,注射,ちゅうしゃ,injection
n4,駐車場,ちゅうしゃじょう,parking lot
n4,地理,ちり,geography
n4,捕まえる,つかまえる,to seize
n4,,つき,moon
n4,付く,つく,to be attached
n4,漬ける,つける,to soak;to pickle
n4,都合,つごう,circumstances;convenience
n4,伝える,つたえる,to report
n4,続く,つづく,to be continued
n4,続ける,つづける,to continue
n4,包む,つつむ,to wrap
n4,妻,つま,(humble) wife
n4,,つもり,intention
n4,釣る,つる,to fish
n4,連れる,つれる,to lead
n4,丁寧,ていねい,polite
n4,,テキスト,text;text book
n4,適当,てきとう,suitability
n4,,できるだけ,as much as possible
n4,手伝う,てつだう,to assist
n4,,テニス,tennis
n4,手袋,てぶくろ,glove
n4,寺,てら,temple
n4,点,てん,point;dot
n4,店員,てんいん,shop assistant
n4,天気予報,てんきよほう,weather forecast
n4,電灯,でんとう,electric light
n4,電報,でんぽう,telegram
n4,展覧会,てんらんかい,exhibition
n4,都,と,metropolitan
n4,道具,どうぐ,tool;means
n4,,とうとう,finally;after all
n4,動物園,どうぶつえん,zoo
n4,遠く,とおく,distant
n4,通る,とおる,to go through
n4,特に,とくに,particularly;especially
n4,特別,とくべつ,special
n4,,とこや,barber
n4,途中,とちゅう,on the way
n4,特急,とっきゅう,limited express train (faster than an express train)
n4,届ける,とどける,to reach
n4,泊まる,とまる,to lodge at
n4,止める,とめる,to stop something
n4,取り替える,とりかえる,to exchange
n4,泥棒,どろぼう,thief
n4,,どんどん,more and more
n4,直す,なおす,to fix;to repair
n4,直る,なおる,to be fixed;to be repaired
n4,治る,なおる,to be cured;to heal
n4,中々,なかなか,considerably
n4,泣く,なく,to weep
n4,無くなる,なくなる,to disappear;to get lost
n4,亡くなる,なくなる,to die
n4,投げる,なげる,to throw or cast away
n4,,なさる,(respectful) to do
n4,鳴る,なる,to sound
n4,,なるべく,as much as possible
n4,,なるほど,now I understand
n4,慣れる,なれる,to grow accustomed to
n4,,におい,a smell
n4,苦い,にがい,bitter
n4,二階建て,にかいだて,two storied
n4,逃げる,にげる,to escape
n4,日記,にっき,journal
n4,入院,にゅういん・する,to hospitalise
n4,入学,にゅうがく・する,to enter school or university
n4,似る,にる,to be similar
n4,人形,にんぎょう,doll;figure
n4,盗む,ぬすむ,to steal
n4,塗る,ぬる,to paint;to plaster
n4,,ぬれる,to get wet
n4,,ねだん,price
n4,熱,ねつ,fever
n4,,ねっしん,enthusiasm
n4,寝坊,ねぼう,sleeping in late
n4,眠い,ねむい,sleepy
n4,眠る,ねむる,to sleep
n4,残る,のこる,to remain
n4,,のど,throat
n4,乗り換える,のりかえる,to change between buses or trains
n4,乗り物,のりもの,vehicle
n4,葉,は,leaf
n4,場合,ばあい,situation
n4,,パート,part time
n4,倍,ばい,double
n4,拝見,はいけん・する,(humble) to look at
n4,歯医者,はいしゃ,dentist
n4,運ぶ,はこぶ,to transport
n4,始める,はじめる,to begin
n4,場所,ばしょ,location
n4,,はず,it should be so
n4,恥ずかしい,はずかしい,embarrassed
n4,,パソコン,personal computer
n4,発音,はつおん,pronunciation
n4,,はっきり,clearly
n4,花見,はなみ,cherry-blossom viewing
n4,林,はやし,woods;forester
n4,払う,はらう,to pay
n4,番組,ばんぐみ,television or radio program
n4,反対,はんたい,opposition
n4,,ハンドバッグ,handbag　
n4,日,ひ,day;sun
n4,火,ひ,fire
n4,,ピアノ,piano
n4,冷える,ひえる,to grow cold
n4,光,ひかり,light
n4,光る,ひかる,to shine;to glitter
n4,引き出し,ひきだし,drawer;drawing out
n4,引き出す,ひきだす,to withdraw
n4,,ひげ,beard
n4,飛行場,ひこうじょう,airport
n4,久しぶり,ひさしぶり,after a long time
n4,美術館,びじゅつかん,art gallery
n4,非常に,ひじょうに,extremely
n4,,びっくり・する,to be surprised
n4,引っ越す,ひっこす,to move house
n4,必要,ひつよう,necessary
n4,,ひどい,awful
n4,開く,ひらく,to open an event
n4,,ビル,building or bill
n4,昼間,ひるま,daytime;during the day
n4,昼休み,ひるやすみ,noon break
n4,拾う,ひろう,to pick up;to gather
n4,,ファックス,fax
n4,増える,ふえる,to increase
n4,深い,ふかい,deep
n4,複雑,ふくざつ,complexity;complication
n4,復習,ふくしゅう,revision
n4,部長,ぶちょう,head of a section
n4,普通,ふつう,usually;or a train that stops at every station
n4,,ぶどう,grapes
n4,太る,ふとる,to become fat
n4,布団,ふとん,Japanese bedding;futon
n4,舟,ふね,ship
n4,不便,ふべん,inconvenience
n4,踏む,ふむ,to step on
n4,降り出す,ふりだす,to start to rain
n4,,プレゼント,present
n4,文化,ぶんか,culture
n4,文学,ぶんがく,literature
n4,文法,ぶんぽう,grammar
n4,別,べつ,different
n4,,ベル,bell
n4,変,へん,strange
n4,返事,へんじ,reply
n4,貿易,ぼうえき,trade
n4,放送,ほうそう・する,to broadcast
n4,法律,ほうりつ,law
n4,僕,ぼく,I (used by males)
n4,星,ほし,star
n4,,ほど,extent
n4,,ほとんど,mostly
n4,,ほめる,to praise
n4,翻訳,ほんやく,translation
n4,参る,まいる,(humble) to go;to come
n4,負ける,まける,to lose
n4,,まじめ,serious
n4,,まず,first of all
n4,,または,or;otherwise
n4,間違える,まちがえる,to make a mistake
n4,間に合う,まにあう,to be in time for
n4,周り,まわり,surroundings
n4,回る,まわる,to go around
n4,漫画,まんが,comic
n4,真中,まんなか,middle
n4,見える,みえる,to be in sight
n4,湖,みずうみ,lake
n4,味噌,みそ,bean paste
n4,見つかる,みつかる,to be discovered
n4,見つける,みつける,to discover
n4,皆,みな,everybody
n4,港,みなと,harbour
n4,向かう,むかう,to face
n4,迎える,むかえる,to go out to meet
n4,昔,むかし,olden days;former
n4,虫,むし,insect
n4,息子,むすこ,(humble) son
n4,娘,むすめ,(humble) daughter
n4,無理,むり,impossible
n4,召し上がる,めしあがる,(polite) to eat
n4,珍しい,めずらしい,rare
n4,申し上げる,もうしあげる,(humble) to say;to tell
n4,申す,もうす,(humble) to be called;to say
n4,,もうすぐ,soon
n4,,もし,if
n4,,もちろん,of course
n4,,もっとも,extremely
n4,戻る,もどる,to turn back
n4,木綿,もめん,cotton
n4,,もらう,to receive
n4,森,もり,forest
n4,焼く,やく,to bake;to grill
n4,約束,やくそく,promise
n4,役に立つ,やくにたつ,to be helpful
n4,焼ける,やける,to burn;to be roasted
n4,優しい,やさしい,kind
n4,痩せる,やせる,to become thin
n4,,やっと,at last
n4,,やはり;やっぱり,as I thought;absolutely
n4,止む,やむ,to stop
n4,止める,やめる,to stop
n4,柔らかい,やわらかい,soft
n4,湯,ゆ,hot water
n4,輸出,ゆしゅつ・する,to export
n4,輸入,ゆにゅう・する,to import
n4,指,ゆび,finger
n4,指輪,ゆびわ,finger ring
n4,夢,ゆめ,dream
n4,揺れる,ゆれる,to shake;to sway
n4,用,よう,use
n4,用意,ようい,preparation
n4,用事,ようじ,things to do
n4,汚れる,よごれる,to get dirty
n4,予習,よしゅう,preparation for a lesson
n4,予定,よてい,arrangement
n4,予約,よやく,reservation
n4,寄る,よる,to visit
n4,喜ぶ,よろこぶ,to be delighted
n4,,よろしい,(respectful) OK;all right
n4,理由,りゆう,reason
n4,利用,りよう,utilization
n4,両方,りょうほう,both sides
n4,旅館,りょかん,Japanese hotel
n4,留守,るす,absence
n4,冷房,れいぼう,air conditioning
n4,歴史,れきし,history
n4,,レジ,register
n4,,レポート;リポート,report
n4,連絡,れんらく,contact
n4,,ワープロ,word processor
n4,沸かす,わかす,to boil;to heat
n4,別れる,わかれる,to separate
n4,沸く,わく,to boil;to grow hot;to get excited
n4,訳,わけ,meaning;reason
n4,忘れ物,わすれもの,lost article
n4,笑う,わらう,to laugh;to smile
n4,割合,わりあい,rate;ratio;percentage
n4,割れる,われる,to break
n4,泳ぎ方,およぎかた,way of swimming
n3,,あっ,Ah!;Oh!
n3,愛,あい,love
n3,挨拶,あいさつ,greeting;salutation
n3,愛情,あいじょう,love;affection
n3,合図,あいず,sign;signal
n3,,アイスクリーム,ice cream
n3,愛する,あいする,to love
n3,相手,あいて,companion;partner;company
n3,,あいにく,unfortunately;Sorry;but....
n3,,アイロン,(electric) iron
n3,,アウト,out
n3,明かり,あかり,lamplight;light (in general);brightness
n3,空き,あき,room;time to spare;emptiness
n3,明らか,あきらか,obvious;evident;clear
n3,諦める,あきらめる,to give up;to abandon
n3,飽きる,あきる,to get tired of;to lose interest in;to have enough
n3,握手,あくしゅ,handshake
n3,悪魔,あくま,devil;demon;evil spirit
n3,明ける,あける,to dawn;to become daylight
n3,,あした,tomorrow
n3,預ける,あずける,to give into custody;to entrust;to deposit
n3,汗,あせ,sweat;perspiration
n3,与える,あたえる,to give;to present;to award
n3,暖かい,あたたか(い),warm;mild
n3,辺り,あたり,vicinity;nearby
n3,当たる,あたる,to be hit;to be successful;to be equivalent to
n3,,あちこち,here and there
n3,扱う,あつかう,to handle;to deal with;to treat
n3,集まり,あつまり,gathering;meeting;assembly;collection
n3,当てる,あてる,to hit;to apply a patch
n3,跡,あと,(1) trace;tracks;mark;sign;(2) remains;ruins;(3) scar
n3,,あと,(1) trace;tracks;(2) remains;ruins;(3) scar
n3,穴,あな,hole
n3,浴びる,あびる,to bathe;to bask in the sun;to shower
n3,油,あぶら,oil
n3,余り,あまり,not very (used as adverb);not much
n3,誤り,あやまり,error
n3,粗,あら,defect;flaw;blemish;weak point
n3,嵐,あらし,storm;tempest
n3,新た,あらた,new;fresh;novel
n3,,あらゆる,all;every
n3,表す,あらわす,to express;to show;to reveal
n3,現す,あらわす,to show;to indicate;to display
n3,現れ,あらわれ,embodiment;materialization
n3,現れる,あらわれる,(1) to appear;to come in sight;to become visible;(2) to express oneself
n3,,ありがとう,(conj;exp;int) Thank you
n3,有る,ある,to be;to have
n3,或,ある,a certain...;some...
n3,,あるいは,or;possibly
n3,,アルバム,album
n3,泡,あわ,bubble;foam;froth;head on beer
n3,合わせる,あわせる,to join together;to be opposite;to face;to unite
n3,哀れ,あわれ,helpless;pity;sorrow;grief
n3,案,あん,plan;suffix meaning draft
n3,暗記,あんき,memorization;learning by heart
n3,安定,あんてい,stability;equilibrium
n3,案内,あんない,information;guidance;leading
n3,,あんなに,to that extent;to that degree
n3,,あんまり,not very;not much;remainder;rest
n3,胃,い,stomach
n3,,いい,good
n3,,よい,good;nice;pleasant;ok
n3,いえ,いえ,TODO same as いいえ?
n3,委員,いいん,committee member
n3,言う,ゆう,to say
n3,意外,いがい,unexpected;surprising
n3,行き,いき,going
n3,行き,ゆき,going
n3,息,いき,breath;tone
n3,勢い,いきおい,force;vigor;energy;spirit
n3,生き物,いきもの,living thing;animal
n3,幾つ,いくつ,how many?;how old?
n3,幾ら,いくら,how much?;how many?
n3,,いけない,must not do;bad;wrong;not good
n3,医師,いし,doctor;physician
n3,意思,いし,intention;purpose
n3,意志,いし,will;volition
n3,維持,いじ,maintenance;preservation
n3,意識,いしき,consciousness;senses
n3,異常,いじょう,strangeness;abnormality;disorder
n3,椅子,いす,chair
n3,泉,いずみ,spring;fountain
n3,,いずれ,where;which;who
n3,以前,いぜん,ago;since;before;previous
n3,板,いた,board;plank
n3,偉大,いだい,greatness
n3,抱く,いだく,(sl) to embrace;to hug;to harbour;to entertain
n3,,いたずら,tease;prank;trick;practical joke
n3,,いただきます,expression of gratitude before meals
